N		Error

   5 0.22499999999999997780
  10 0.04500000000000003997
  15 0.00500000000000000444
  20 0.00000000000000000000
  25 0.00000000000000000000
  30 0.00000000000000000000
  35 0.00000000000000000000
  40 0.00000000000000000000
  45 0.00000000000000000000
  50 0.00000000000000000000
  75 0.00000000000000000000
 100 0.00000000000000000000
 200 0.00000000000000000000
 500 0.00000000000000000000
