N		Error

   5 0.04500000000000003997
  10 0.01500000000000001332
  15 0.00000000000000000000
  20 0.00000000000000000000
  25 0.00000000000000000000
  30 0.00000000000000000000
  35 0.00000000000000000000
  40 0.00000000000000000000
  45 0.00000000000000000000
  50 0.00000000000000000000
  75 0.00000000000000000000
 100 0.00000000000000000000
 200 0.00000000000000000000
 500 0.00000000000000000000
